Actor/Criterion,Total_Profit,Total_Loss,Unexploited_Profit,Precision,Recall,F1 Score,Accuracy,Demographic_Parity,Equal_Opportunity,Conditional_Outcome_Parity,Percent_Grant,Percent_Grant_lower,Percent_Not_Grant,Total Real Payoff (Bank),Total Real Payoff (Applicant),Total Real Payoff (Regulatory),Demographic_Parity Normalized,Demographic_Parity Rank,Equal_Opportunity Normalized,Equal_Opportunity Rank,Conditional_Outcome_Parity Normalized,Conditional_Outcome_Parity Rank,Total_Profit Normalized,Total_Profit Rank,Accuracy Normalized,Accuracy Rank,Unexploited_Profit Normalized,Unexploited_Profit Rank,Total_Loss Normalized,Total_Loss Rank,Weighted Normalized-Sum
Oracle,0.7942331904223328,0.007044300004553803,0.0,1.0,1.0,1.0,1.0,-0.057858090185676336,0.0,0.0,0.8383458646616542,0.009398496240601503,0.15225563909774437,532.0,504.4,527.4,0.7543118620204157,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9508623724040831
Bank,0.716844155352547,0.15552148636135946,0.06621708858149494,0.3608946300843386,0.34869622986214915,0.3464798059798999,0.8007518796992481,-0.06059350132625996,-0.04132891181527876,-0.04049445865302648,0.9266917293233082,0.0018796992481203006,0.07142857142857142,432.5,454.8,444.8,0.742696233720521,3.0,0.8287967438310864,3.0,0.46678567335333465,7.0,0.8953698734441823,3.0,0.8007518796992481,3.0,0.8071239736871897,3.0,0.05053324630614009,10.0,0.7412711079833069
Regulatory,0.7373892449618187,0.16342385282108107,0.042317156674053565,0.3420464865130206,0.3367196294450903,0.3280190974254901,0.8045112781954887,0.03663793103448276,0.037582903463522443,-0.05738597685500335,0.9454887218045113,0.0037593984962406013,0.05075187969924812,435.29999999999995,461.1,447.5,0.8444209785286871,1.0,0.8443144238107353,2.0,0.24436512980980862,9.0,0.9231468747206586,2.0,0.8045112781954887,2.0,0.8767392949615574,2.0,0.0,11.0,0.7241911078900264
Outcome_Pred_Model,0.6346519501294295,0.12283428710211144,0.1412225066046985,0.3808425720620843,0.37715218955876656,0.3788554440728354,0.7706766917293233,-0.09192639257294433,-0.07178825841316638,-0.036472760849492136,0.8477443609022557,0.011278195488721804,0.14097744360902256,422.29999999999995,436.1,440.3,0.609644491376276,6.0,0.7026201984227929,4.0,0.5197417309873504,6.0,0.7842458514604265,4.0,0.7706766917293233,4.0,0.5886494486038016,5.0,0.2595580111844382,9.0,0.69099709145654
Kalai-Smorodinsky,0.21038541748616543,0.043088555685423274,0.24005334559197317,0.3643780133422747,0.4220838177489896,0.2645284300299498,0.3609022556390977,0.07004310344827586,0.10906411201179067,0.014860139860139898,0.35902255639097747,0.4323308270676692,0.20864661654135339,362.6,348.7,389.70000000000005,0.7025695177754312,4.0,0.548206563215467,5.0,0.8043278084714545,4.0,0.21063667073045705,7.0,0.3609022556390977,7.0,0.300776636473644,9.0,0.7695078734292169,6.0,0.4878677016511077
Nash Bargaining,0.21258014141367676,0.04410860759877958,0.24005334559197317,0.36341893917169815,0.42357858605990145,0.26591235632183907,0.36466165413533835,0.08488063660477452,0.13080324244657332,0.025833333333333375,0.36466165413533835,0.4266917293233083,0.20864661654135339,363.0,349.6,390.2,0.6395635339669132,5.0,0.4581531416942255,6.0,0.6598373235113562,5.0,0.21360394176676759,6.0,0.36466165413533835,6.0,0.300776636473644,9.0,0.7629849495879326,7.0,0.44846562150314273
Compromise Programming,0.4643092399184864,0.0923632720593816,0.2195762099242133,0.35759894459102903,0.3308143719205005,0.3415904905407668,0.6541353383458647,0.23549403183023876,0.22660280029476787,-0.07594405594405595,0.7124060150375939,0.09962406015037593,0.18796992481203006,397.29999999999995,409.7,426.1,0.0,11.0,0.06130755532943277,8.0,0.0,11.0,0.5539421745744175,5.0,0.6541353383458647,5.0,0.3604220942017504,6.0,0.45441094747899363,8.0,0.37244257025322935
Nash Social Welfare,0.077455653820249,0.01396705232319859,0.22033519806196095,0.38369111685895074,0.45736034988650837,0.236798538390806,0.28383458646616544,0.20225464190981432,0.24140260378285436,-0.01325757575757569,0.2556390977443609,0.5507518796992481,0.19360902255639098,360.1,341.5,385.9,0.14114748328053517,8.0,0.0,10.0,0.8254297114794361,2.0,0.03091537064113841,8.0,0.28383458646616544,8.0,0.358211326269132,7.0,0.9557310901971505,4.0,0.31303234766668814
Proportional Fairness,0.077455653820249,0.01396705232319859,0.22033519806196095,0.38369111685895074,0.45736034988650837,0.236798538390806,0.28383458646616544,0.20225464190981432,0.24140260378285436,-0.01325757575757569,0.2556390977443609,0.5507518796992481,0.19360902255639098,360.1,341.5,385.9,0.14114748328053517,8.0,0.0,10.0,0.8254297114794361,2.0,0.03091537064113841,8.0,0.28383458646616544,8.0,0.358211326269132,7.0,0.9557310901971505,4.0,0.31303234766668814
Maximin,0.06178327354173838,0.012582696155072176,0.3433142513735881,0.3831051690058538,0.4974053774751334,0.2363600867620902,0.2744360902255639,0.1731598143236074,0.19638909358879883,-0.04195121951219516,0.21804511278195488,0.4774436090225564,0.30451127819548873,340.1,315.8,378.5,0.26469552974304833,7.0,0.1864665479521751,7.0,0.44760364730719093,8.0,0.009726281896295277,10.0,0.2744360902255639,10.0,0.0,11.0,0.9645836296960363,2.0,0.25417952787953246
