Actor/Criterion,Total_Profit,Total_Loss,Unexploited_Profit,Precision,Recall,F1 Score,Accuracy,Demographic_Parity,Equal_Opportunity,Conditional_Outcome_Parity,Percent_Grant,Percent_Grant_lower,Percent_Not_Grant,Total Real Payoff (Bank),Total Real Payoff (Applicant),Total Real Payoff (Regulatory),Demographic_Parity Normalized,Demographic_Parity Rank,Equal_Opportunity Normalized,Equal_Opportunity Rank,Conditional_Outcome_Parity Normalized,Conditional_Outcome_Parity Rank,Total_Profit Normalized,Total_Profit Rank,Accuracy Normalized,Accuracy Rank,Unexploited_Profit Normalized,Unexploited_Profit Rank,Total_Loss Normalized,Total_Loss Rank,Weighted Normalized-Sum
Oracle,0.8084365923635971,0.009715492375392551,0.0,1.0,1.0,1.0,1.0,-0.02778974579922444,0.0,0.0,0.8402255639097744,0.013157894736842105,0.14661654135338345,525.0,453.0,528.4,0.8560910307898262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9712182061579653
Regulatory,0.741215766174493,0.13832583506433416,0.05119617728994252,0.37291837291837293,0.3559341478804566,0.3552109295670636,0.8082706766917294,0.030374838431710516,0.03389355742296918,-0.025274725274725185,0.9304511278195489,0.0,0.06954887218045112,443.5,473.2,449.29999999999995,0.8427041499330654,2.0,0.8514121981170693,3.0,0.6180312645101387,5.0,0.9102032131427806,2.0,0.8082706766917294,2.0,0.86884095637393,7.0,0.0,11.0,0.7974959961938888
Outcome_Pred_Model,0.6466413657546299,0.11622152872805075,0.1413420561178764,0.36219616757392675,0.3642230252968508,0.36308465356798747,0.7669172932330827,-0.05385609651012491,-0.0657329598506069,-0.03919082125603868,0.8609022556390977,0.0018796992481203006,0.13721804511278196,437.3,439.2,439.0,0.7211066488174924,4.0,0.7118297175603767,4.0,0.4077218139756402,9.0,0.7838662167369208,4.0,0.7669172932330827,3.0,0.6378970093885343,9.0,0.1718703634103917,9.0,0.6893058531992438
Compromise Programming,0.40711495721015983,0.07089887345481513,0.0,0.6318267419962335,0.379047127369275,0.2781514965584892,0.5921052631578947,0.032141318397242546,0.033146591970121375,-0.029628928436198465,0.6654135338345865,0.33270676691729323,0.0018796992481203006,420.79999999999995,464.59999999999997,430.0,0.8335564480142794,3.0,0.8546868604175195,2.0,0.5522276026473101,7.0,0.46389541194146555,5.0,0.5921052631578947,5.0,1.0,1.0,0.5242732442801946,8.0,0.606777997783769
Bank,0.6542192413888278,0.12091081818092322,0.1381927020756078,0.35080709009789407,0.35547524809269776,0.35312573720217033,0.7537593984962406,-0.08785006462731582,-0.1184873949579831,-0.05870984094797538,0.8515037593984962,0.0,0.14849624060150377,433.0,433.20000000000005,434.20000000000005,0.5450691655510932,5.0,0.48055669259107703,5.0,0.11273719243411762,10.0,0.7939891045639805,3.0,0.7537593984962406,4.0,0.6459653122597527,8.0,0.13540914765720735,10.0,0.5918628519083345
Nash Bargaining,0.12173566121816318,0.030987507260358933,0.3903366163289592,0.36848940705883204,0.5105096246035843,0.28523607723510064,0.37593984962406013,0.18957345971563982,0.22240896358543416,0.025399028452463557,0.34962406015037595,0.34774436090225563,0.3026315789473684,390.5,308.5,389.9,0.018295403837572444,7.0,0.02496930004093345,8.0,0.6161527108522052,6.0,0.08267213236489833,6.0,0.37593984962406013,6.0,0.0,10.0,0.8346010558698602,7.0,0.2937999892605593
Maximin,0.09640803710308231,0.024541391429330865,0.0,0.2953074574287486,0.43102162565249813,0.15806985484260247,0.2593984962406015,0.1922878069797501,0.2173669467787115,0.01092233009708743,0.28383458646616544,0.7161654135338346,0.0,383.8,411.8,394.8,0.004239178937974097,9.0,0.04707327056897259,7.0,0.8349343634623264,2.0,0.048838283642724516,10.0,0.2593984962406015,10.0,1.0,1.0,0.8847223423562721,3.0,0.2813617637048456
Nash Social Welfare,0.1110514577445597,0.0268515802150707,0.0,0.6299929390038564,0.44797223656284063,0.18103353822340004,0.2932330827067669,0.193106419646704,0.22539682539682537,0.020208604954367604,0.31954887218045114,0.6785714285714286,0.0018796992481203006,388.20000000000005,416.1,399.29999999999995,0.0,10.0,0.011870650839132413,9.0,0.6945938997741343,3.0,0.06839966360113525,8.0,0.2932330827067669,8.0,1.0,1.0,0.8667596440425971,4.0,0.2698919457577607
Proportional Fairness,0.1110514577445597,0.0268515802150707,0.0,0.6299929390038564,0.44797223656284063,0.18103353822340004,0.2932330827067669,0.193106419646704,0.22539682539682537,0.020208604954367604,0.31954887218045114,0.6785714285714286,0.0018796992481203006,388.20000000000005,416.1,399.29999999999995,0.0,10.0,0.011870650839132413,9.0,0.6945938997741343,3.0,0.06839966360113525,8.0,0.2932330827067669,8.0,1.0,1.0,0.8667596440425971,4.0,0.2698919457577607
Kalai-Smorodinsky,0.11374522605835184,0.02710218975706921,0.3903366163289592,0.3709599579164797,0.5052896395178275,0.2795738857820314,0.36278195488721804,0.1903489875053856,0.22810457516339872,0.03313391624482287,0.3308270676691729,0.36654135338345867,0.3026315789473684,389.09999999999997,306.2,388.5,0.014279339580544392,8.0,0.0,11.0,0.4992578573141552,8.0,0.07199812783952234,7.0,0.36278195488721804,7.0,0.0,10.0,0.8648110484883138,6.0,0.2622198469017316
Applicant,0.05984826819574073,0.017020151803030154,0.0,0.2999373873160281,0.401193139448173,0.1210063942174034,0.18421052631578946,0.08828091339939678,0.1207282913165266,0.06616961789375575,0.19360902255639098,0.806390977443609,0.0,375.8,400.49999999999994,385.3,0.5428380187416333,6.0,0.4707327056897258,6.0,0.0,11.0,0.0,11.0,0.18421052631578946,11.0,1.0,1.0,0.9432031726615896,2.0,0.18225181427464243
