Actor/Criterion,Total_cognitive_score,Avg_outcome_difference,Percentage_treated,Mean_outcome_treated,Mean_outcome_control,Cost_effectiveness,Accuracy,Mean_Regret,Demographic_Parity,Percent_A,Percent_C,Demographic_Parity Normalized,Demographic_Parity Rank,Total_cognitive_score Normalized,Total_cognitive_score Rank,Avg_outcome_difference Normalized,Avg_outcome_difference Rank,Percentage_treated Normalized,Percentage_treated Rank,Mean_outcome_treated Normalized,Mean_outcome_treated Rank,Mean_outcome_control Normalized,Mean_outcome_control Rank,Accuracy Normalized,Accuracy Rank,Mean_Regret Normalized,Mean_Regret Rank,Cost_effectiveness Normalized,Cost_effectiveness Rank,Weighted Normalized-Sum,Final Rank,config_id,best_criterion,weight_Demographic_Parity,weight_Total_cognitive_score,weight_Avg_outcome_difference,weight_Percentage_treated,weight_Mean_outcome_treated,weight_Mean_outcome_control,weight_Accuracy,weight_Mean_Regret,weight_Cost_effectiveness
Compromise Programming,918.8999999046326,2.224285723822458,0.9333333333333332,6.274285714285715,4.049999990463257,0.0435587301816889,0.9333333333333332,0.1693333339691162,0.072463768115942,0.9333333333333332,0.0666666666666666,0.7777777777777778,7.0,0.9379428290129235,3.0,0.419515677189941,3.0,0.9065420560747661,3.0,0.401840649397663,8.0,0.6532258049134285,2.0,0.9333333333333332,3.0,0.9379428290129231,3.0,0.4018406493976562,8.0,0.6676718644223943,3,125,Policy_Maker,0.17243806576879672,0.14209348423618037,0.2096747963131968,0.00957782224601775,0.01278513564333867,0.20833451893894273,0.07628730015335543,0.04359322247242629,0.1252156542277454
Parent,908.0999999046326,2.2507246456284453,0.92,6.234057971014493,3.983333325386048,0.0431117552564531,0.92,0.2413333339691162,-0.0036231884057971,0.92,0.08,0.9888888888888889,2.0,0.9115563154639463,4.0,0.41261576345313833,4.0,0.8878504672897195,4.0,0.0,9.0,0.6424731169977497,3.0,0.92,4.0,0.9115563154639462,4.0,0.0,9.0,0.6388384214745985,4,125,Policy_Maker,0.17243806576879672,0.14209348423618037,0.2096747963131968,0.00957782224601775,0.01278513564333867,0.20833451893894273,0.07628730015335543,0.04359322247242629,0.1252156542277454
Nash Bargaining,908.0999999046326,2.2507246456284453,0.92,6.234057971014493,3.983333325386048,0.0431117552564531,0.92,0.2413333339691162,-0.0036231884057971,0.92,0.08,0.9888888888888889,2.0,0.9115563154639463,4.0,0.41261576345313833,4.0,0.8878504672897195,4.0,0.0,9.0,0.6424731169977497,3.0,0.92,4.0,0.9115563154639462,4.0,0.0,9.0,0.6388384214745985,5,125,Policy_Maker,0.17243806576879672,0.14209348423618037,0.2096747963131968,0.00957782224601775,0.01278513564333867,0.20833451893894273,0.07628730015335543,0.04359322247242629,0.1252156542277454
Nash Social Welfare,836.8999997377394,3.77416667540868,0.8,6.334166666666666,2.559999991257986,0.0442240740970328,0.8,0.716000001748403,-0.3260869565217391,0.8,0.2,0.0,9.0,0.7376007812888641,6.0,0.015034550965012668,7.0,0.7196261682242991,6.0,1.0,1.0,0.41290322439644933,6.0,0.8,6.0,0.7376007812888643,6.0,1.0,1.0,0.4320601024940501,6,125,Policy_Maker,0.17243806576879672,0.14209348423618037,0.2096747963131968,0.00957782224601775,0.01278513564333867,0.20833451893894273,0.07628730015335543,0.04359322247242629,0.1252156542277454
Proportional Fairness,836.8999997377394,3.77416667540868,0.8,6.334166666666666,2.559999991257986,0.0442240740970328,0.8,0.716000001748403,-0.3260869565217391,0.8,0.2,0.0,9.0,0.7376007812888641,6.0,0.015034550965012668,7.0,0.7196261682242991,6.0,1.0,1.0,0.41290322439644933,6.0,0.8,6.0,0.7376007812888643,6.0,1.0,1.0,0.4320601024940501,7,125,Policy_Maker,0.17243806576879672,0.14209348423618037,0.2096747963131968,0.00957782224601775,0.01278513564333867,0.20833451893894273,0.07628730015335543,0.04359322247242629,0.1252156542277454
Maximin,788.1999999284743,3.4336507952402493,0.7,6.284761904761903,2.851111109521654,0.043675132298091,0.7,1.040666667143504,-0.217391304347826,0.7,0.3,0.3333333333333335,8.0,0.6186171512145723,8.0,0.10390089038742946,6.0,0.5794392523364484,8.0,0.5064888061630631,6.0,0.4598566305680087,5.0,0.7,8.0,0.6186171512145725,8.0,0.5064888061630676,6.0,0.41878447629773125,8,125,Policy_Maker,0.17243806576879672,0.14209348423618037,0.2096747963131968,0.00957782224601775,0.01278513564333867,0.20833451893894273,0.07628730015335543,0.04359322247242629,0.1252156542277454
Healthcare_Provider,534.999999833107,3.831775702494328,0.2866666666666667,6.300000000000001,2.4682242975056727,0.0438444444674032,0.2866666666666667,2.728666667779287,0.0507246376811594,0.2866666666666667,0.7133333333333334,0.8444444444444444,5.0,0.0,9.0,0.0,9.0,0.0,9.0,0.6587043069127899,3.0,0.3981006931460762,8.0,0.2866666666666667,9.0,0.0,9.0,0.6587043069128006,3.0,0.3413232237344668,9,125,Policy_Maker,0.17243806576879672,0.14209348423618037,0.2096747963131968,0.00957782224601775,0.01278513564333867,0.20833451893894273,0.07628730015335543,0.04359322247242629,0.1252156542277454
Kalai-Smorodinsky,534.999999833107,3.831775702494328,0.2866666666666667,6.300000000000001,2.4682242975056727,0.0438444444674032,0.2866666666666667,2.728666667779287,0.0507246376811594,0.2866666666666667,0.7133333333333334,0.8444444444444444,5.0,0.0,9.0,0.0,9.0,0.0,9.0,0.6587043069127899,3.0,0.3981006931460762,8.0,0.2866666666666667,9.0,0.0,9.0,0.6587043069128006,3.0,0.3413232237344668,10,125,Policy_Maker,0.17243806576879672,0.14209348423618037,0.2096747963131968,0.00957782224601775,0.01278513564333867,0.20833451893894273,0.07628730015335543,0.04359322247242629,0.1252156542277454
Policy_Maker,942.6,0.0845637583892617,0.9933333333333332,6.284563758389262,6.2,0.0436729306717284,0.9933333333333332,0.0113333333333333,0.0072463768115942,0.9933333333333332,0.0066666666666666,0.9777777777777777,4.0,0.9958465673117353,2.0,0.9779309216000784,2.0,0.9906542056074764,2.0,0.5045094938630635,7.0,1.0,1.0,0.9933333333333332,2.0,0.995846567311735,2.0,0.5045094938631397,7.0,0.9683785191270267,1,126,Policy_Maker,0.10062507291388856,0.07569352183956778,0.12159222743882375,0.06143134399552949,0.03964581949954184,0.08164695084176579,0.13431221411766095,0.3775740852627823,0.007478764090439593
Outcome_Maxim,944.3,0.0,1.0,6.295333333333333,0.0,0.0437925926155514,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6120883098081804,5.0,0.0,10.0,1.0,1.0,1.0,1.0,0.6120883098082475,5.0,0.9000728722882595,2,126,Policy_Maker,0.10062507291388856,0.07569352183956778,0.12159222743882375,0.06143134399552949,0.03964581949954184,0.08164695084176579,0.13431221411766095,0.3775740852627823,0.007478764090439593
Compromise Programming,918.8999999046326,2.224285723822458,0.9333333333333332,6.274285714285715,4.049999990463257,0.0435587301816889,0.9333333333333332,0.1693333339691162,0.072463768115942,0.9333333333333332,0.0666666666666666,0.7777777777777778,7.0,0.9379428290129235,3.0,0.419515677189941,3.0,0.9065420560747661,3.0,0.401840649397663,8.0,0.6532258049134285,2.0,0.9333333333333332,3.0,0.9379428290129231,3.0,0.4018406493976562,8.0,0.8077315247979117,3,126,Policy_Maker,0.10062507291388856,0.07569352183956778,0.12159222743882375,0.06143134399552949,0.03964581949954184,0.08164695084176579,0.13431221411766095,0.3775740852627823,0.007478764090439593
Parent,908.0999999046326,2.2507246456284453,0.92,6.234057971014493,3.983333325386048,0.0431117552564531,0.92,0.2413333339691162,-0.0036231884057971,0.92,0.08,0.9888888888888889,2.0,0.9115563154639463,4.0,0.41261576345313833,4.0,0.8878504672897195,4.0,0.0,9.0,0.6424731169977497,3.0,0.92,4.0,0.9115563154639462,4.0,0.0,9.0,0.7934218916137803,4,126,Policy_Maker,0.10062507291388856,0.07569352183956778,0.12159222743882375,0.06143134399552949,0.03964581949954184,0.08164695084176579,0.13431221411766095,0.3775740852627823,0.007478764090439593
Nash Bargaining,908.0999999046326,2.2507246456284453,0.92,6.234057971014493,3.983333325386048,0.0431117552564531,0.92,0.2413333339691162,-0.0036231884057971,0.92,0.08,0.9888888888888889,2.0,0.9115563154639463,4.0,0.41261576345313833,4.0,0.8878504672897195,4.0,0.0,9.0,0.6424731169977497,3.0,0.92,4.0,0.9115563154639462,4.0,0.0,9.0,0.7934218916137803,5,126,Policy_Maker,0.10062507291388856,0.07569352183956778,0.12159222743882375,0.06143134399552949,0.03964581949954184,0.08164695084176579,0.13431221411766095,0.3775740852627823,0.007478764090439593
Nash Social Welfare,836.8999997377394,3.77416667540868,0.8,6.334166666666666,2.559999991257986,0.0442240740970328,0.8,0.716000001748403,-0.3260869565217391,0.8,0.2,0.0,9.0,0.7376007812888641,6.0,0.015034550965012668,7.0,0.7196261682242991,6.0,1.0,1.0,0.41290322439644933,6.0,0.8,6.0,0.7376007812888643,6.0,1.0,1.0,0.5686528725091912,6,126,Policy_Maker,0.10062507291388856,0.07569352183956778,0.12159222743882375,0.06143134399552949,0.03964581949954184,0.08164695084176579,0.13431221411766095,0.3775740852627823,0.007478764090439593
Proportional Fairness,836.8999997377394,3.77416667540868,0.8,6.334166666666666,2.559999991257986,0.0442240740970328,0.8,0.716000001748403,-0.3260869565217391,0.8,0.2,0.0,9.0,0.7376007812888641,6.0,0.015034550965012668,7.0,0.7196261682242991,6.0,1.0,1.0,0.41290322439644933,6.0,0.8,6.0,0.7376007812888643,6.0,1.0,1.0,0.5686528725091912,7,126,Policy_Maker,0.10062507291388856,0.07569352183956778,0.12159222743882375,0.06143134399552949,0.03964581949954184,0.08164695084176579,0.13431221411766095,0.3775740852627823,0.007478764090439593
Maximin,788.1999999284743,3.4336507952402493,0.7,6.284761904761903,2.851111109521654,0.043675132298091,0.7,1.040666667143504,-0.217391304347826,0.7,0.3,0.3333333333333335,8.0,0.6186171512145723,8.0,0.10390089038742946,6.0,0.5794392523364484,8.0,0.5064888061630631,6.0,0.4598566305680087,5.0,0.7,8.0,0.6186171512145725,8.0,0.5064888061630676,6.0,0.5176025952207057,8,126,Policy_Maker,0.10062507291388856,0.07569352183956778,0.12159222743882375,0.06143134399552949,0.03964581949954184,0.08164695084176579,0.13431221411766095,0.3775740852627823,0.007478764090439593
Healthcare_Provider,534.999999833107,3.831775702494328,0.2866666666666667,6.300000000000001,2.4682242975056727,0.0438444444674032,0.2866666666666667,2.728666667779287,0.0507246376811594,0.2866666666666667,0.7133333333333334,0.8444444444444444,5.0,0.0,9.0,0.0,9.0,0.0,9.0,0.6587043069127899,3.0,0.3981006931460762,8.0,0.2866666666666667,9.0,0.0,9.0,0.6587043069128006,3.0,0.18701999240324302,9,126,Policy_Maker,0.10062507291388856,0.07569352183956778,0.12159222743882375,0.06143134399552949,0.03964581949954184,0.08164695084176579,0.13431221411766095,0.3775740852627823,0.007478764090439593
Kalai-Smorodinsky,534.999999833107,3.831775702494328,0.2866666666666667,6.300000000000001,2.4682242975056727,0.0438444444674032,0.2866666666666667,2.728666667779287,0.0507246376811594,0.2866666666666667,0.7133333333333334,0.8444444444444444,5.0,0.0,9.0,0.0,9.0,0.0,9.0,0.6587043069127899,3.0,0.3981006931460762,8.0,0.2866666666666667,9.0,0.0,9.0,0.6587043069128006,3.0,0.18701999240324302,10,126,Policy_Maker,0.10062507291388856,0.07569352183956778,0.12159222743882375,0.06143134399552949,0.03964581949954184,0.08164695084176579,0.13431221411766095,0.3775740852627823,0.007478764090439593
Policy_Maker,942.6,0.0845637583892617,0.9933333333333332,6.284563758389262,6.2,0.0436729306717284,0.9933333333333332,0.0113333333333333,0.0072463768115942,0.9933333333333332,0.0066666666666666,0.9777777777777777,4.0,0.9958465673117353,2.0,0.9779309216000784,2.0,0.9906542056074764,2.0,0.5045094938630635,7.0,1.0,1.0,0.9933333333333332,2.0,0.995846567311735,2.0,0.5045094938631397,7.0,0.8411882849331395,1,127,Policy_Maker,0.08191836436984297,0.08606377904749193,0.21971552098031522,0.0011135461445741283,0.27513846012592674,0.055334109602487275,0.20205509636961383,0.05063091956091709,0.02803020379883081
Outcome_Maxim,944.3,0.0,1.0,6.295333333333333,0.0,0.0437925926155514,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6120883098081804,5.0,0.0,10.0,1.0,1.0,1.0,1.0,0.6120883098082475,5.0,0.8270632215612663,2,127,Policy_Maker,0.08191836436984297,0.08606377904749193,0.21971552098031522,0.0011135461445741283,0.27513846012592674,0.055334109602487275,0.20205509636961383,0.05063091956091709,0.02803020379883081
Compromise Programming,918.8999999046326,2.224285723822458,0.9333333333333332,6.274285714285715,4.049999990463257,0.0435587301816889,0.9333333333333332,0.1693333339691162,0.072463768115942,0.9333333333333332,0.0666666666666666,0.7777777777777778,7.0,0.9379428290129235,3.0,0.419515677189941,3.0,0.9065420560747661,3.0,0.401840649397663,8.0,0.6532258049134285,2.0,0.9333333333333332,3.0,0.9379428290129231,3.0,0.4018406493976562,8.0,0.6316655953916793,3,127,Policy_Maker,0.08191836436984297,0.08606377904749193,0.21971552098031522,0.0011135461445741283,0.27513846012592674,0.055334109602487275,0.20205509636961383,0.05063091956091709,0.02803020379883081
Nash Social Welfare,836.8999997377394,3.77416667540868,0.8,6.334166666666666,2.559999991257986,0.0442240740970328,0.8,0.716000001748403,-0.3260869565217391,0.8,0.2,0.0,9.0,0.7376007812888641,6.0,0.015034550965012668,7.0,0.7196261682242991,6.0,1.0,1.0,0.41290322439644933,6.0,0.8,6.0,0.7376007812888643,6.0,1.0,1.0,0.592591150929174,4,127,Policy_Maker,0.08191836436984297,0.08606377904749193,0.21971552098031522,0.0011135461445741283,0.27513846012592674,0.055334109602487275,0.20205509636961383,0.05063091956091709,0.02803020379883081
Proportional Fairness,836.8999997377394,3.77416667540868,0.8,6.334166666666666,2.559999991257986,0.0442240740970328,0.8,0.716000001748403,-0.3260869565217391,0.8,0.2,0.0,9.0,0.7376007812888641,6.0,0.015034550965012668,7.0,0.7196261682242991,6.0,1.0,1.0,0.41290322439644933,6.0,0.8,6.0,0.7376007812888643,6.0,1.0,1.0,0.592591150929174,5,127,Policy_Maker,0.08191836436984297,0.08606377904749193,0.21971552098031522,0.0011135461445741283,0.27513846012592674,0.055334109602487275,0.20205509636961383,0.05063091956091709,0.02803020379883081
Parent,908.0999999046326,2.2507246456284453,0.92,6.234057971014493,3.983333325386048,0.0431117552564531,0.92,0.2413333339691162,-0.0036231884057971,0.92,0.08,0.9888888888888889,2.0,0.9115563154639463,4.0,0.41261576345313833,4.0,0.8878504672897195,4.0,0.0,9.0,0.6424731169977497,3.0,0.92,4.0,0.9115563154639462,4.0,0.0,9.0,0.5187011925574806,6,127,Policy_Maker,0.08191836436984297,0.08606377904749193,0.21971552098031522,0.0011135461445741283,0.27513846012592674,0.055334109602487275,0.20205509636961383,0.05063091956091709,0.02803020379883081
Nash Bargaining,908.0999999046326,2.2507246456284453,0.92,6.234057971014493,3.983333325386048,0.0431117552564531,0.92,0.2413333339691162,-0.0036231884057971,0.92,0.08,0.9888888888888889,2.0,0.9115563154639463,4.0,0.41261576345313833,4.0,0.8878504672897195,4.0,0.0,9.0,0.6424731169977497,3.0,0.92,4.0,0.9115563154639462,4.0,0.0,9.0,0.5187011925574806,7,127,Policy_Maker,0.08191836436984297,0.08606377904749193,0.21971552098031522,0.0011135461445741283,0.27513846012592674,0.055334109602487275,0.20205509636961383,0.05063091956091709,0.02803020379883081
Maximin,788.1999999284743,3.4336507952402493,0.7,6.284761904761903,2.851111109521654,0.043675132298091,0.7,1.040666667143504,-0.217391304347826,0.7,0.3,0.3333333333333335,8.0,0.6186171512145723,8.0,0.10390089038742946,6.0,0.5794392523364484,8.0,0.5064888061630631,6.0,0.4598566305680087,5.0,0.7,8.0,0.6186171512145725,8.0,0.5064888061630676,6.0,0.4557775364164416,8,127,Policy_Maker,0.08191836436984297,0.08606377904749193,0.21971552098031522,0.0011135461445741283,0.27513846012592674,0.055334109602487275,0.20205509636961383,0.05063091956091709,0.02803020379883081
Healthcare_Provider,534.999999833107,3.831775702494328,0.2866666666666667,6.300000000000001,2.4682242975056727,0.0438444444674032,0.2866666666666667,2.728666667779287,0.0507246376811594,0.2866666666666667,0.7133333333333334,0.8444444444444444,5.0,0.0,9.0,0.0,9.0,0.0,9.0,0.6587043069127899,3.0,0.3981006931460762,8.0,0.2866666666666667,9.0,0.0,9.0,0.6587043069128006,3.0,0.34882502068498433,9,127,Policy_Maker,0.08191836436984297,0.08606377904749193,0.21971552098031522,0.0011135461445741283,0.27513846012592674,0.055334109602487275,0.20205509636961383,0.05063091956091709,0.02803020379883081
Kalai-Smorodinsky,534.999999833107,3.831775702494328,0.2866666666666667,6.300000000000001,2.4682242975056727,0.0438444444674032,0.2866666666666667,2.728666667779287,0.0507246376811594,0.2866666666666667,0.7133333333333334,0.8444444444444444,5.0,0.0,9.0,0.0,9.0,0.0,9.0,0.6587043069127899,3.0,0.3981006931460762,8.0,0.2866666666666667,9.0,0.0,9.0,0.6587043069128006,3.0,0.34882502068498433,10,127,Policy_Maker,0.08191836436984297,0.08606377904749193,0.21971552098031522,0.0011135461445741283,0.27513846012592674,0.055334109602487275,0.20205509636961383,0.05063091956091709,0.02803020379883081
Policy_Maker,942.6,0.0845637583892617,0.9933333333333332,6.284563758389262,6.2,0.0436729306717284,0.9933333333333332,0.0113333333333333,0.0072463768115942,0.9933333333333332,0.0066666666666666,0.9777777777777777,4.0,0.9958465673117353,2.0,0.9779309216000784,2.0,0.9906542056074764,2.0,0.5045094938630635,7.0,1.0,1.0,0.9933333333333332,2.0,0.995846567311735,2.0,0.5045094938631397,7.0,0.9356009256585278,1,128,Policy_Maker,0.027335170937614464,0.07333753591195868,0.19685999685187622,0.11062319219720311,0.04726109896783543,0.3457491734623372,0.024195922808885426,0.10583674100198029,0.06880116786030908
Compromise Programming,918.8999999046326,2.224285723822458,0.9333333333333332,6.274285714285715,4.049999990463257,0.0435587301816889,0.9333333333333332,0.1693333339691162,0.072463768115942,0.9333333333333332,0.0666666666666666,0.7777777777777778,7.0,0.9379428290129235,3.0,0.419515677189941,3.0,0.9065420560747661,3.0,0.401840649397663,8.0,0.6532258049134285,2.0,0.9333333333333332,3.0,0.9379428290129231,3.0,0.4018406493976562,8.0,0.6672600277711362,2,128,Policy_Maker,0.027335170937614464,0.07333753591195868,0.19685999685187622,0.11062319219720311,0.04726109896783543,0.3457491734623372,0.024195922808885426,0.10583674100198029,0.06880116786030908
Parent,908.0999999046326,2.2507246456284453,0.92,6.234057971014493,3.983333325386048,0.0431117552564531,0.92,0.2413333339691162,-0.0036231884057971,0.92,0.08,0.9888888888888889,2.0,0.9115563154639463,4.0,0.41261576345313833,4.0,0.8878504672897195,4.0,0.0,9.0,0.6424731169977497,3.0,0.92,4.0,0.9115563154639462,4.0,0.0,9.0,0.6141980794433771,3,128,Policy_Maker,0.027335170937614464,0.07333753591195868,0.19685999685187622,0.11062319219720311,0.04726109896783543,0.3457491734623372,0.024195922808885426,0.10583674100198029,0.06880116786030908
Nash Bargaining,908.0999999046326,2.2507246456284453,0.92,6.234057971014493,3.983333325386048,0.0431117552564531,0.92,0.2413333339691162,-0.0036231884057971,0.92,0.08,0.9888888888888889,2.0,0.9115563154639463,4.0,0.41261576345313833,4.0,0.8878504672897195,4.0,0.0,9.0,0.6424731169977497,3.0,0.92,4.0,0.9115563154639462,4.0,0.0,9.0,0.6141980794433771,4,128,Policy_Maker,0.027335170937614464,0.07333753591195868,0.19685999685187622,0.11062319219720311,0.04726109896783543,0.3457491734623372,0.024195922808885426,0.10583674100198029,0.06880116786030908
Outcome_Maxim,944.3,0.0,1.0,6.295333333333333,0.0,0.0437925926155514,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6120883098081804,5.0,0.0,10.0,1.0,1.0,1.0,1.0,0.6120883098082475,5.0,0.6092289164448679,5,128,Policy_Maker,0.027335170937614464,0.07333753591195868,0.19685999685187622,0.11062319219720311,0.04726109896783543,0.3457491734623372,0.024195922808885426,0.10583674100198029,0.06880116786030908
Nash Social Welfare,836.8999997377394,3.77416667540868,0.8,6.334166666666666,2.559999991257986,0.0442240740970328,0.8,0.716000001748403,-0.3260869565217391,0.8,0.2,0.0,9.0,0.7376007812888641,6.0,0.015034550965012668,7.0,0.7196261682242991,6.0,1.0,1.0,0.41290322439644933,6.0,0.8,6.0,0.7376007812888643,6.0,1.0,1.0,0.4929060858421031,6,128,Policy_Maker,0.027335170937614464,0.07333753591195868,0.19685999685187622,0.11062319219720311,0.04726109896783543,0.3457491734623372,0.024195922808885426,0.10583674100198029,0.06880116786030908
Proportional Fairness,836.8999997377394,3.77416667540868,0.8,6.334166666666666,2.559999991257986,0.0442240740970328,0.8,0.716000001748403,-0.3260869565217391,0.8,0.2,0.0,9.0,0.7376007812888641,6.0,0.015034550965012668,7.0,0.7196261682242991,6.0,1.0,1.0,0.41290322439644933,6.0,0.8,6.0,0.7376007812888643,6.0,1.0,1.0,0.4929060858421031,7,128,Policy_Maker,0.027335170937614464,0.07333753591195868,0.19685999685187622,0.11062319219720311,0.04726109896783543,0.3457491734623372,0.024195922808885426,0.10583674100198029,0.06880116786030908
Maximin,788.1999999284743,3.4336507952402493,0.7,6.284761904761903,2.851111109521654,0.043675132298091,0.7,1.040666667143504,-0.217391304347826,0.7,0.3,0.3333333333333335,8.0,0.6186171512145723,8.0,0.10390089038742946,6.0,0.5794392523364484,8.0,0.5064888061630631,6.0,0.4598566305680087,5.0,0.7,8.0,0.6186171512145725,8.0,0.5064888061630676,6.0,0.43922178799634876,8,128,Policy_Maker,0.027335170937614464,0.07333753591195868,0.19685999685187622,0.11062319219720311,0.04726109896783543,0.3457491734623372,0.024195922808885426,0.10583674100198029,0.06880116786030908
Healthcare_Provider,534.999999833107,3.831775702494328,0.2866666666666667,6.300000000000001,2.4682242975056727,0.0438444444674032,0.2866666666666667,2.728666667779287,0.0507246376811594,0.2866666666666667,0.7133333333333334,0.8444444444444444,5.0,0.0,9.0,0.0,9.0,0.0,9.0,0.6587043069127899,3.0,0.3981006931460762,8.0,0.2866666666666667,9.0,0.0,9.0,0.6587043069128006,3.0,0.2441128984145553,9,128,Policy_Maker,0.027335170937614464,0.07333753591195868,0.19685999685187622,0.11062319219720311,0.04726109896783543,0.3457491734623372,0.024195922808885426,0.10583674100198029,0.06880116786030908
Kalai-Smorodinsky,534.999999833107,3.831775702494328,0.2866666666666667,6.300000000000001,2.4682242975056727,0.0438444444674032,0.2866666666666667,2.728666667779287,0.0507246376811594,0.2866666666666667,0.7133333333333334,0.8444444444444444,5.0,0.0,9.0,0.0,9.0,0.0,9.0,0.6587043069127899,3.0,0.3981006931460762,8.0,0.2866666666666667,9.0,0.0,9.0,0.6587043069128006,3.0,0.2441128984145553,10,128,Policy_Maker,0.027335170937614464,0.07333753591195868,0.19685999685187622,0.11062319219720311,0.04726109896783543,0.3457491734623372,0.024195922808885426,0.10583674100198029,0.06880116786030908
Policy_Maker,942.6,0.0845637583892617,0.9933333333333332,6.284563758389262,6.2,0.0436729306717284,0.9933333333333332,0.0113333333333333,0.0072463768115942,0.9933333333333332,0.0066666666666666,0.9777777777777777,4.0,0.9958465673117353,2.0,0.9779309216000784,2.0,0.9906542056074764,2.0,0.5045094938630635,7.0,1.0,1.0,0.9933333333333332,2.0,0.995846567311735,2.0,0.5045094938631397,7.0,0.951018421576841,1,129,Policy_Maker,0.07580842299200344,0.34861486359049443,0.05110352725914306,0.13257703253892322,0.07673777371086944,0.07321262614324153,0.1472567334515089,0.08637635910718942,0.008312661206626451
Outcome_Maxim,944.3,0.0,1.0,6.295333333333333,0.0,0.0437925926155514,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6120883098081804,5.0,0.0,10.0,1.0,1.0,1.0,1.0,0.6120883098082475,5.0,0.8937953158963639,2,129,Policy_Maker,0.07580842299200344,0.34861486359049443,0.05110352725914306,0.13257703253892322,0.07673777371086944,0.07321262614324153,0.1472567334515089,0.08637635910718942,0.008312661206626451
Compromise Programming,918.8999999046326,2.224285723822458,0.9333333333333332,6.274285714285715,4.049999990463257,0.0435587301816889,0.9333333333333332,0.1693333339691162,0.072463768115942,0.9333333333333332,0.0666666666666666,0.7777777777777778,7.0,0.9379428290129235,3.0,0.419515677189941,3.0,0.9065420560747661,3.0,0.401840649397663,8.0,0.6532258049134285,2.0,0.9333333333333332,3.0,0.9379428290129231,3.0,0.4018406493976562,8.0,0.8280251078245751,3,129,Policy_Maker,0.07580842299200344,0.34861486359049443,0.05110352725914306,0.13257703253892322,0.07673777371086944,0.07321262614324153,0.1472567334515089,0.08637635910718942,0.008312661206626451
Parent,908.0999999046326,2.2507246456284453,0.92,6.234057971014493,3.983333325386048,0.0431117552564531,0.92,0.2413333339691162,-0.0036231884057971,0.92,0.08,0.9888888888888889,2.0,0.9115563154639463,4.0,0.41261576345313833,4.0,0.8878504672897195,4.0,0.0,9.0,0.6424731169977497,3.0,0.92,4.0,0.9115563154639462,4.0,0.0,9.0,0.7927931435064134,4,129,Policy_Maker,0.07580842299200344,0.34861486359049443,0.05110352725914306,0.13257703253892322,0.07673777371086944,0.07321262614324153,0.1472567334515089,0.08637635910718942,0.008312661206626451
Nash Bargaining,908.0999999046326,2.2507246456284453,0.92,6.234057971014493,3.983333325386048,0.0431117552564531,0.92,0.2413333339691162,-0.0036231884057971,0.92,0.08,0.9888888888888889,2.0,0.9115563154639463,4.0,0.41261576345313833,4.0,0.8878504672897195,4.0,0.0,9.0,0.6424731169977497,3.0,0.92,4.0,0.9115563154639462,4.0,0.0,9.0,0.7927931435064134,5,129,Policy_Maker,0.07580842299200344,0.34861486359049443,0.05110352725914306,0.13257703253892322,0.07673777371086944,0.07321262614324153,0.1472567334515089,0.08637635910718942,0.008312661206626451
Nash Social Welfare,836.8999997377394,3.77416667540868,0.8,6.334166666666666,2.559999991257986,0.0442240740970328,0.8,0.716000001748403,-0.3260869565217391,0.8,0.2,0.0,9.0,0.7376007812888641,6.0,0.015034550965012668,7.0,0.7196261682242991,6.0,1.0,1.0,0.41290322439644933,6.0,0.8,6.0,0.7376007812888643,6.0,1.0,1.0,0.6501096373009922,6,129,Policy_Maker,0.07580842299200344,0.34861486359049443,0.05110352725914306,0.13257703253892322,0.07673777371086944,0.07321262614324153,0.1472567334515089,0.08637635910718942,0.008312661206626451
Proportional Fairness,836.8999997377394,3.77416667540868,0.8,6.334166666666666,2.559999991257986,0.0442240740970328,0.8,0.716000001748403,-0.3260869565217391,0.8,0.2,0.0,9.0,0.7376007812888641,6.0,0.015034550965012668,7.0,0.7196261682242991,6.0,1.0,1.0,0.41290322439644933,6.0,0.8,6.0,0.7376007812888643,6.0,1.0,1.0,0.6501096373009922,7,129,Policy_Maker,0.07580842299200344,0.34861486359049443,0.05110352725914306,0.13257703253892322,0.07673777371086944,0.07321262614324153,0.1472567334515089,0.08637635910718942,0.008312661206626451
Maximin,788.1999999284743,3.4336507952402493,0.7,6.284761904761903,2.851111109521654,0.043675132298091,0.7,1.040666667143504,-0.217391304347826,0.7,0.3,0.3333333333333335,8.0,0.6186171512145723,8.0,0.10390089038742946,6.0,0.5794392523364484,8.0,0.5064888061630631,6.0,0.4598566305680087,5.0,0.7,8.0,0.6186171512145725,8.0,0.5064888061630676,6.0,0.556316662149089,8,129,Policy_Maker,0.07580842299200344,0.34861486359049443,0.05110352725914306,0.13257703253892322,0.07673777371086944,0.07321262614324153,0.1472567334515089,0.08637635910718942,0.008312661206626451
