config_id,Actor/Criterion,weighted_sum_mean,weighted_sum_sem,n_seeds,rank_within_config,is_consensus_winner,consensus_winner_stability,weight_Demographic_Parity,weight_Total_cognitive_score,weight_Avg_outcome_difference,weight_Percentage_treated,weight_Mean_outcome_treated,weight_Mean_outcome_control,weight_Accuracy,weight_Mean_Regret,weight_Cost_effectiveness
8,Proportional Fairness,0.33346359672330056,0.19253128880233697,3,7,False,,0.666667,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0
8,Healthcare_Provider,0.21940035273368622,0.1739674529491178,3,8,False,,0.666667,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0
8,Maximin,0.21164276883956487,0.08624331513886245,3,9,False,,0.666667,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0
9,Policy_Maker,0.8585355815264742,0.07402771200547754,3,1,True,0.3333333333333333,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
9,Nash Bargaining,0.7020875461598101,0.1333779879753725,3,2,False,,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
9,Parent,0.6792359556184974,0.10968460172576101,3,3,False,,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
9,Kalai-Smorodinsky,0.5665604037988978,0.24822466357738537,3,4,False,,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
9,Compromise Programming,0.5429853927763378,0.149762596468929,3,5,False,,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
9,Nash Social Welfare,0.34608295356957247,0.20747249207445936,3,6,False,,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
9,Proportional Fairness,0.34608295356957247,0.20747249207445936,3,7,False,,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
9,Healthcare_Provider,0.24682539682539703,0.19571338456775755,3,8,False,,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
9,Maximin,0.22364374562084055,0.09813237277950454,3,9,False,,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
10,Policy_Maker,0.867324326863583,0.0678437228713867,3,1,True,0.3333333333333333,0.833333,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0
10,Nash Bargaining,0.7336764228905682,0.15472880996007668,3,2,False,,0.833333,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0
10,Parent,0.7086127139277139,0.1264016412276451,3,3,False,,0.833333,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0
10,Kalai-Smorodinsky,0.5924745227395162,0.24755206663999607,3,4,False,,0.833333,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0
10,Compromise Programming,0.5421537885974033,0.16619548935362094,3,5,False,,0.833333,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0
10,Nash Social Welfare,0.3587023104158446,0.22288933992926704,3,6,False,,0.833333,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0
10,Proportional Fairness,0.3587023104158446,0.22288933992926704,3,7,False,,0.833333,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0
10,Healthcare_Provider,0.2742504409171078,0.2174593161863973,3,8,False,,0.833333,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0
10,Maximin,0.23564472240211623,0.110023114138634,3,9,False,,0.833333,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0
11,Policy_Maker,0.8761130722006919,0.06167711925912984,3,1,True,0.3333333333333333,0.916667,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0
11,Nash Bargaining,0.7652652996213263,0.17614911138888395,3,2,False,,0.916667,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0
11,Parent,0.7379894722369303,0.14326507149772397,3,3,False,,0.916667,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0
11,Kalai-Smorodinsky,0.6183886416801344,0.2489614007003605,3,4,False,,0.916667,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0
11,Compromise Programming,0.5413221844184687,0.1829894352949807,3,5,False,,0.916667,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0
11,Nash Social Welfare,0.37132166726211646,0.23868968521375644,3,6,False,,0.916667,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0
11,Proportional Fairness,0.37132166726211646,0.23868968521375644,3,7,False,,0.916667,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0
11,Healthcare_Provider,0.3016754850088186,0.23920524780503702,3,8,False,,0.916667,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0
11,Maximin,0.24764569918339188,0.12191504656285403,3,9,False,,0.916667,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0
12,Policy_Maker,0.8849018175378011,0.05553369306945212,3,1,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nash Bargaining,0.7968541763520843,0.1976163002149731,3,2,False,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Parent,0.7673662305461469,0.16022867806468288,3,3,False,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Kalai-Smorodinsky,0.6443027606207526,0.25241779578897233,3,4,False,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Compromise Programming,0.5404905802395342,0.20005352670066695,3,5,False,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nash Social Welfare,0.38394102410838843,0.25480219560984935,3,6,False,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Proportional Fairness,0.38394102410838843,0.25480219560984935,3,7,False,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Healthcare_Provider,0.3291005291005294,0.26095117942367674,3,8,False,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Maximin,0.25964667596466756,0.13380785249123306,3,9,False,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Policy_Maker,0.7959652821829337,0.11940345179509008,3,1,True,0.3333333333333333,0.0,0.0,0.916667,0.0,0.0,0.0,0.083333,0.0,0.0
13,Compromise Programming,0.5829306778545196,0.07065558116850446,3,2,False,,0.0,0.0,0.916667,0.0,0.0,0.0,0.083333,0.0,0.0
13,Nash Bargaining,0.4570460916918127,0.06183916909999286,3,3,False,,0.0,0.0,0.916667,0.0,0.0,0.0,0.083333,0.0,0.0
13,Parent,0.4550895180807342,0.054596999799268305,3,4,False,,0.0,0.0,0.916667,0.0,0.0,0.0,0.083333,0.0,0.0
13,Kalai-Smorodinsky,0.3487037037037037,0.32453707666296583,3,5,False,,0.0,0.0,0.916667,0.0,0.0,0.0,0.083333,0.0,0.0
13,Nash Social Welfare,0.2829478282718459,0.10616924109829701,3,6,False,,0.0,0.0,0.916667,0.0,0.0,0.0,0.083333,0.0,0.0
13,Proportional Fairness,0.2829478282718459,0.10616924109829701,3,7,False,,0.0,0.0,0.916667,0.0,0.0,0.0,0.083333,0.0,0.0
13,Maximin,0.1650727824476535,0.011398152638325124,3,8,False,,0.0,0.0,0.916667,0.0,0.0,0.0,0.083333,0.0,0.0
13,Healthcare_Provider,0.024814814814814814,0.000667694680641478,3,9,False,,0.0,0.0,0.916667,0.0,0.0,0.0,0.083333,0.0,0.0
14,Policy_Maker,0.8047540275200428,0.11316427999955195,3,1,True,0.6666666666666666,0.083333,0.0,0.833333,0.0,0.0,0.0,0.083333,0.0,0.0
